name,url_pc
Apple MacBook Air M4 15 pouces (2025) Lumière stellaire 16Go/1 To (MW1K3FN/A-1TB),"https://www.ldlc.com/fiche/PB00672796.html"">"
Apple MacBook Air M4 15 pouces (2025) Lumière stellaire 24Go/1 To (MC6K4FN/A-1TB),"https://www.ldlc.com/fiche/PB00672801.html"">"
Apple MacBook Air M4 15 pouces (2025) Lumière stellaire 24Go/1 To (MC6K4FN/A-1TB-70W),"https://www.ldlc.com/fiche/PB00675828.html"">"
Apple MacBook Air M4 15 pouces (2025) Lumière stellaire 32 Go/2 To (MW1K3FN/A-32GB-2TB-70W),"https://www.ldlc.com/fiche/PB00690486.html"">"
Apple MacBook Air M4 15 pouces (2025) Minuit 16Go/1 To (MW1M3FN/A-1TB),"https://www.ldlc.com/fiche/PB00672795.html"">"
Apple MacBook Air M4 15 pouces (2025) Minuit 24 Go/256 Go (MW1L3FN/A-24GB),"https://www.ldlc.com/fiche/PB00686480.html"">"
Apple MacBook Air M4 15 pouces (2025) Minuit 24Go/1 To (MC6L4FN/A-24GB-1TB),"https://www.ldlc.com/fiche/PB00672799.html"">"
Apple MacBook Air M4 15 pouces (2025) Minuit 24Go/1 To (MW1M3FN/A-24GB-1TB-70W),"https://www.ldlc.com/fiche/PB00674002.html"">"
Apple MacBook Air M4 15 pouces (2025) Minuit 32 Go/1 To (MC6L4FN/A-32GB-1TB),"https://www.ldlc.com/fiche/PB00690275.html"">"
Apple MacBook Air M4 15 pouces (2025) Minuit 32 Go/2 To (MC6L4FN/A-32GB-2TB),"https://www.ldlc.com/fiche/PB00684334.html"">"
"Apple MacBook Pro M4 14"" Argent 16 Go/512 Go (MW2W3FN/A-QWERTY-US)","https://www.ldlc.com/fiche/PB00652877.html"">"
"Apple MacBook Pro M4 14"" Argent 16 Go/512 Go (MW2W3FN/A-QWERTZ-DE)","https://www.ldlc.com/fiche/PB00674009.html"">"
"Apple MacBook Pro M4 14"" Argent 24 Go/1 To (MCX14FN/A)","https://www.ldlc.com/fiche/PB00651917.html"">"
"Apple MacBook Pro M4 14"" Argent 24 Go/1 To (MW2X3FN/A-24GB)","https://www.ldlc.com/fiche/PB00663847.html"">"
"Apple MacBook Pro M4 14"" Argent 24 Go/2 To (MCX14FN/A-2TB-NANO)","https://www.ldlc.com/fiche/PB00685744.html"">"
"Apple MacBook Pro M4 14"" Argent 24 Go/512 Go (MW2W3FN/A-24GB)","https://www.ldlc.com/fiche/PB00665639.html"">"
"Apple MacBook Pro M4 14"" Argent 24 Go/512 Go (MW2W3FN/A-24GB-96W)","https://www.ldlc.com/fiche/PB00696150.html"">"
"Apple MacBook Pro M4 14"" Argent 24 Go/512 Go (MW2W3FN/A-24GB-NANO)","https://www.ldlc.com/fiche/PB00684245.html"">"
"Apple MacBook Pro M4 14"" Argent 32 Go/1 To (MW2W3FN/A-32GB-1TB)","https://www.ldlc.com/fiche/PB00675774.html"">"
"Apple MacBook Pro M4 14"" Argent 32 Go/512 Go (MW2W3FN/A-32GB)","https://www.ldlc.com/fiche/PB00652994.html"">"
"Apple MacBook Pro M4 14"" Argent 32 Go/512 Go (MW2W3FN/A-32GB-QWERTY-INT)","https://www.ldlc.com/fiche/PB00655515.html"">"
